time,open,high,low,close,tick_volume,spread,real_volume
2023-11-03 11:00:00,6.21,6.302,6.21,6.282,556,20,0
2023-11-03 12:00:00,6.28,6.29,6.22,6.25,563,20,0
2023-11-03 13:00:00,6.25,6.258,6.206,6.21,376,20,0
2023-11-03 14:00:00,6.228,6.232,6.206,6.218,377,20,0
2023-11-03 15:00:00,6.21,6.228,6.168,6.17,430,20,0
2023-11-03 16:00:00,6.192,6.214,6.158,6.208,539,20,0
2023-11-03 17:00:00,6.214,6.216,6.17,6.194,594,20,0
2023-11-03 18:00:00,6.194,6.224,6.164,6.166,475,20,0
2023-11-03 19:00:00,6.164,6.202,6.15,6.16,155,20,0
2023-11-06 10:00:00,6.202,6.288,6.196,6.254,632,20,0
2023-11-06 11:00:00,6.254,6.3,6.244,6.298,367,20,0
2023-11-06 12:00:00,6.288,6.3,6.286,6.296,258,20,0
2023-11-06 13:00:00,6.296,6.326,6.286,6.32,264,20,0
2023-11-06 14:00:00,6.318,6.344,6.312,6.33,290,20,0
2023-11-06 15:00:00,6.332,6.372,6.332,6.372,292,20,0
2023-11-06 16:00:00,6.372,6.382,6.34,6.344,376,20,0
2023-11-06 17:00:00,6.36,6.362,6.302,6.326,368,20,0
2023-11-06 18:00:00,6.324,6.332,6.316,6.326,115,20,0
2023-11-07 10:00:00,6.284,6.374,6.274,6.28,712,20,0
2023-11-07 11:00:00,6.282,6.312,6.208,6.248,486,20,0
2023-11-07 12:00:00,6.246,6.28,6.24,6.27,365,20,0
2023-11-07 13:00:00,6.268,6.2780000000000005,6.26,6.27,293,20,0
2023-11-07 14:00:00,6.264,6.276,6.248,6.254,329,20,0
2023-11-07 15:00:00,6.252,6.26,6.216,6.23,359,20,0
2023-11-07 16:00:00,6.232,6.24,6.2,6.228,517,20,0
2023-11-07 17:00:00,6.228,6.238,6.202,6.228,406,20,0
2023-11-07 18:00:00,6.226,6.236,6.214,6.216,136,20,0
2023-11-08 10:00:00,6.182,6.238,6.158,6.236,616,20,0
2023-11-08 11:00:00,6.222,6.238,6.214,6.228,369,20,0
2023-11-08 12:00:00,6.224,6.234,6.188,6.204,374,20,0
2023-11-08 13:00:00,6.202,6.216,6.192,6.196,259,20,0
2023-11-08 14:00:00,6.194,6.198,6.178,6.188,256,20,0
2023-11-08 15:00:00,6.188,6.202,6.156,6.166,313,20,0
2023-11-08 16:00:00,6.166,6.222,6.162,6.214,351,20,0
2023-11-08 17:00:00,6.204,6.226,6.2,6.2,333,20,0
2023-11-08 18:00:00,6.22,6.22,6.198,6.202,167,20,0
2023-11-09 10:00:00,6.166,6.182,6.116,6.132,800,20,0
2023-11-09 11:00:00,6.16,6.162,6.122,6.144,498,20,0
2023-11-09 12:00:00,6.144,6.198,6.14,6.198,271,20,0
2023-11-09 13:00:00,6.2,6.206,6.174,6.2,303,20,0
2023-11-09 14:00:00,6.202,6.214,6.196,6.198,246,20,0
2023-11-09 15:00:00,6.198,6.222,6.188,6.204,375,20,0
2023-11-09 16:00:00,6.206,6.252,6.196,6.25,528,20,0
2023-11-09 17:00:00,6.252,6.252,6.23,6.248,470,20,0
2023-11-09 18:00:00,6.246,6.2620000000000005,6.236,6.256,183,20,0
2023-11-10 10:00:00,6.218,6.2620000000000005,6.206,6.234,695,20,0
2023-11-10 11:00:00,6.234,6.26,6.198,6.218,401,20,0
2023-11-10 12:00:00,6.216,6.22,6.184,6.186,332,20,0
2023-11-10 13:00:00,6.192,6.198,6.176,6.186,333,20,0
2023-11-10 14:00:00,6.186,6.204,6.182,6.204,211,20,0
2023-11-10 15:00:00,6.2,6.204,6.182,6.186,270,20,0
2023-11-10 16:00:00,6.188,6.194,6.164,6.176,384,20,0
2023-11-10 17:00:00,6.176,6.2,6.174,6.182,402,20,0
2023-11-10 18:00:00,6.194,6.214,6.178,6.21,181,20,0
2023-11-13 10:00:00,6.242,6.28,6.232,6.238,485,20,0
2023-11-13 11:00:00,6.238,6.264,6.232,6.236,326,20,0
2023-11-13 12:00:00,6.24,6.258,6.214,6.25,242,20,0
2023-11-13 13:00:00,6.25,6.264,6.242,6.264,172,20,0
2023-11-13 14:00:00,6.266,6.2780000000000005,6.256,6.274,183,20,0
2023-11-13 15:00:00,6.266,6.274,6.25,6.252,203,20,0
2023-11-13 16:00:00,6.252,6.282,6.252,6.282,260,20,0
2023-11-13 17:00:00,6.266,6.282,6.252,6.268,323,20,0
2023-11-13 18:00:00,6.27,6.288,6.258,6.288,135,20,0
2023-11-14 10:00:00,6.268,6.276,6.242,6.2620000000000005,413,20,0
2023-11-14 11:00:00,6.276,6.284,6.25,6.258,307,20,0
2023-11-14 12:00:00,6.26,6.266,6.24,6.258,314,20,0
2023-11-14 13:00:00,6.258,6.272,6.248,6.2620000000000005,209,20,0
2023-11-14 14:00:00,6.266,6.274,6.252,6.258,175,20,0
2023-11-14 15:00:00,6.258,6.296,6.242,6.26,492,20,0
2023-11-14 16:00:00,6.2620000000000005,6.288,6.25,6.282,452,20,0
2023-11-14 17:00:00,6.282,6.3,6.264,6.264,338,20,0
2023-11-14 18:00:00,6.264,6.288,6.2620000000000005,6.282,170,20,0
2023-11-15 10:00:00,6.272,6.35,6.264,6.306,843,20,0
2023-11-15 11:00:00,6.306,6.326,6.292,6.304,579,20,0
2023-11-15 12:00:00,6.304,6.328,6.294,6.318,423,20,0
2023-11-15 13:00:00,6.322,6.362,6.312,6.36,284,20,0
2023-11-15 14:00:00,6.36,6.364,6.344,6.36,247,20,0
2023-11-15 15:00:00,6.358,6.376,6.35,6.358,362,20,0
2023-11-15 16:00:00,6.352,6.37,6.336,6.35,445,20,0
2023-11-15 17:00:00,6.35,6.362,6.338,6.348,301,20,0
2023-11-15 18:00:00,6.348,6.36,6.342,6.356,132,20,0
2023-11-16 10:00:00,6.326,6.356,6.318,6.326,478,20,0
2023-11-16 11:00:00,6.336,6.342,6.2780000000000005,6.288,507,20,0
2023-11-16 12:00:00,6.29,6.3,6.268,6.298,354,20,0
2023-11-16 13:00:00,6.3,6.314,6.29,6.308,256,20,0
2023-11-16 14:00:00,6.306,6.314,6.294,6.306,283,20,0
2023-11-16 15:00:00,6.304,6.338,6.304,6.32,294,20,0
2023-11-16 16:00:00,6.328,6.33,6.302,6.31,384,20,0
2023-11-16 17:00:00,6.31,6.318,6.294,6.298,368,20,0
2023-11-16 18:00:00,6.298,6.3,6.286,6.298,151,20,0
2023-11-17 10:00:00,6.328,6.42,6.328,6.42,455,20,0
