time,open,high,low,close,tick_volume,spread,real_volume
2023-11-03 11:00:00,5.038,5.37,5.034,5.314,298,60,0
2023-11-03 12:00:00,5.324,5.37,5.244,5.264,243,60,0
2023-11-03 13:00:00,5.244,5.292,5.21,5.232,245,40,0
2023-11-03 14:00:00,5.232,5.326,5.22,5.324,313,60,0
2023-11-03 15:00:00,5.324,5.486,5.244,5.366,317,60,0
2023-11-03 16:00:00,5.388,5.678,5.366,5.624,399,40,0
2023-11-03 17:00:00,5.624,5.682,5.44,5.5440000000000005,329,20,0
2023-11-03 18:00:00,5.5440000000000005,5.574,5.44,5.5280000000000005,350,20,0
2023-11-03 19:00:00,5.498,5.526,5.45,5.472,159,20,0
2023-11-06 10:00:00,5.482,5.72,5.466,5.638,544,100,0
2023-11-06 11:00:00,5.562,5.664,5.384,5.42,467,40,0
2023-11-06 12:00:00,5.402,5.498,5.388,5.432,433,40,0
2023-11-06 13:00:00,5.444,5.476,5.388,5.454,402,40,0
2023-11-06 14:00:00,5.454,5.502,5.416,5.44,360,60,0
2023-11-06 15:00:00,5.44,5.472,5.418,5.44,292,20,0
2023-11-06 16:00:00,5.442,5.554,5.376,5.4,498,40,0
2023-11-06 17:00:00,5.4,5.482,5.316,5.33,446,40,0
2023-11-06 18:00:00,5.328,5.354,5.31,5.324,192,20,0
2023-11-07 10:00:00,5.33,5.36,5.18,5.32,396,140,0
2023-11-07 11:00:00,5.326,5.36,5.28,5.324,325,60,0
2023-11-07 12:00:00,5.346,5.418,5.304,5.402,256,60,0
2023-11-07 13:00:00,5.4,5.406,5.32,5.396,289,40,0
2023-11-07 14:00:00,5.392,5.454,5.354,5.452,263,40,0
2023-11-07 15:00:00,5.454,5.48,5.368,5.462,219,40,0
2023-11-07 16:00:00,5.468,5.522,5.434,5.48,298,40,0
2023-11-07 17:00:00,5.434,5.552,5.392,5.516,530,60,0
2023-11-07 18:00:00,5.5120000000000005,5.55,5.484,5.502,257,60,0
2023-11-08 10:00:00,5.46,5.562,5.37,5.506,238,40,0
2023-11-08 11:00:00,5.526,5.55,5.442,5.444,295,100,0
2023-11-08 12:00:00,5.442,5.494,5.438,5.462,242,60,0
2023-11-08 13:00:00,5.476,5.5120000000000005,5.438,5.498,150,100,0
2023-11-08 14:00:00,5.47,5.5120000000000005,5.436,5.456,200,40,0
2023-11-08 15:00:00,5.42,5.488,5.408,5.416,220,100,0
2023-11-08 16:00:00,5.412,5.496,5.394,5.484,310,40,0
2023-11-08 17:00:00,5.464,5.498,5.32,5.436,438,60,0
2023-11-08 18:00:00,5.436,5.436,5.32,5.372,158,40,0
2023-11-09 10:00:00,5.266,5.396,5.248,5.292,211,40,0
2023-11-09 11:00:00,5.32,5.334,5.252,5.294,227,60,0
2023-11-09 12:00:00,5.322,5.41,5.268,5.368,224,60,0
2023-11-09 13:00:00,5.348,5.396,5.338,5.376,248,60,0
2023-11-09 14:00:00,5.384,5.42,5.362,5.394,195,40,0
2023-11-09 15:00:00,5.414,5.474,5.382,5.438,294,40,0
2023-11-09 16:00:00,5.444,5.464,5.39,5.44,292,40,0
2023-11-09 17:00:00,5.442,5.46,5.344,5.396,434,20,0
2023-11-09 18:00:00,5.392,5.45,5.366,5.444,199,20,0
2023-11-10 10:00:00,5.252,5.286,5.022,5.084,472,140,0
2023-11-10 11:00:00,5.084,5.102,5.028,5.088,334,120,0
2023-11-10 12:00:00,5.1,5.106,5.03,5.034,318,100,0
2023-11-10 13:00:00,5.034,5.064,4.981,5.006,314,60,0
2023-11-10 14:00:00,5.01,5.036,4.952,4.978,230,90,0
2023-11-10 15:00:00,4.978,5.0,4.951,4.991,220,70,0
2023-11-10 16:00:00,4.975,5.124,4.972,5.08,291,20,0
2023-11-10 17:00:00,5.106,5.146,5.072,5.136,326,40,0
2023-11-10 18:00:00,5.136,5.19,5.08,5.172,165,40,0
2023-11-13 10:00:00,5.152,5.152,5.032,5.062,162,100,0
2023-11-13 11:00:00,5.062,5.148,5.05,5.096,212,60,0
2023-11-13 12:00:00,5.114,5.138,5.058,5.138,203,40,0
2023-11-13 13:00:00,5.138,5.16,5.074,5.116,150,60,0
2023-11-13 14:00:00,5.1,5.122,5.08,5.12,171,60,0
2023-11-13 15:00:00,5.1,5.132,5.076,5.11,165,60,0
2023-11-13 16:00:00,5.086,5.122,5.03,5.052,271,60,0
2023-11-13 17:00:00,5.05,5.11,5.022,5.086,283,40,0
2023-11-13 18:00:00,5.084,5.122,5.062,5.1,131,40,0
2023-11-14 10:00:00,5.078,5.174,5.03,5.158,195,60,0
2023-11-14 11:00:00,5.158,5.2780000000000005,5.116,5.274,221,60,0
2023-11-14 12:00:00,5.2620000000000005,5.306,5.218,5.222,176,80,0
2023-11-14 13:00:00,5.242,5.2620000000000005,5.212,5.258,153,60,0
2023-11-14 14:00:00,5.2620000000000005,5.284,5.228,5.248,183,40,0
2023-11-14 15:00:00,5.228,5.858,5.216,5.836,351,40,0
2023-11-14 16:00:00,5.836,5.864,5.656,5.816,310,60,0
2023-11-14 17:00:00,5.816,5.826,5.632,5.672,437,40,0
2023-11-14 18:00:00,5.668,5.708,5.642,5.686,252,40,0
2023-11-15 10:00:00,5.688,5.72,5.394,5.546,882,80,0
2023-11-15 11:00:00,5.546,5.626,5.49,5.592,715,60,0
